freight_value,payment_value,payment_installments,product_weight_g,delivery_days,price,review_score
71.53,450.53,1,14150.0,11.0,379.0,5
24.27,206.47,18,7650.0,6.0,45.9,5
36.4,206.47,18,5700.0,6.0,99.9,5
40.4,506.4,6,3700.0,33.0,466.0,5
16.22,64.61,6,800.0,19.0,65.9,3
16.22,17.51,1,800.0,19.0,65.9,3
8.72,51.64,1,325.0,9.0,26.4,4
8.72,51.64,1,200.0,9.0,7.8,4
27.01,61.51,1,1097.0,10.0,34.5,4
20.53,89.53,1,200.0,25.0,69.0,4
13.93,240.93,1,850.0,5.0,227.0,5
83.79,1125.36,1,11600.0,8.0,230.0,5
83.79,1125.36,1,12000.0,8.0,228.0,5
83.78,1125.36,1,14000.0,8.0,416.0,5
68.72,306.72,1,6850.0,8.0,238.0,5
13.44,62.44,4,1500.0,7.0,49.0,5
9.26,142.26,3,584.0,13.0,133.0,3
10.96,30.96,3,200.0,7.0,20.0,3
13.11,243.01,5,342.0,6.0,229.9,5
15.27,70.27,3,250.0,16.0,55.0,3
18.23,46.22,1,300.0,15.0,27.99,5
30.46,21.04,1,200.0,14.0,29.0,5
30.46,17.38,1,200.0,14.0,29.0,5
17.1,208.0,2,550.0,12.0,190.9,2
15.98,125.97,1,500.0,16.0,109.99,4
35.0,284.9,5,14600.0,31.0,249.9,5
14.11,61.71,3,900.0,23.0,47.6,5
16.11,65.11,1,350.0,7.0,49.0,3
16.63,266.62,5,158.0,9.0,249.99,5
11.89,91.79,2,1700.0,3.0,79.9,4
16.81,96.8,3,2500.0,8.0,79.99,5
14.31,94.21,9,350.0,7.0,79.9,5
13.31,86.62,1,1950.0,3.0,30.0,5
15.1,275.5,1,150.0,10.0,40.0,5
22.85,50.84,1,300.0,9.0,27.99,4
18.01,127.04,6,1925.0,11.0,109.03,5
7.78,24.68,1,200.0,4.0,16.9,4
7.78,20.08,1,200.0,10.0,12.3,5
45.09,135.08,3,6050.0,8.0,89.99,5
16.91,275.91,3,487.0,8.0,259.0,5
13.31,142.06,1,300.0,8.0,128.75,5
8.72,20.0,1,650.0,6.0,29.0,5
8.72,17.72,1,650.0,6.0,29.0,5
13.43,217.29,4,1500.0,15.0,59.0,5
132.94,462.84,6,20850.0,43.0,329.9,1
17.49,334.98,8,300.0,36.0,150.0,4
16.05,41.05,1,250.0,11.0,25.0,5
22.46,219.26,4,2125.0,19.0,196.8,5
15.23,29.73,1,100.0,6.0,14.5,5
25.65,78.29,1,467.0,24.0,52.64,5
47.8,645.8,10,8400.0,3.0,598.0,5
18.82,358.72,4,400.0,9.0,339.9,4
23.16,143.06,2,475.0,8.0,119.9,5
19.5,63.49,3,700.0,10.0,43.99,4
23.11,93.01,1,1038.0,3.0,69.9,4
16.5,266.49,3,350.0,39.0,249.99,1
11.85,24.73,1,180.0,7.0,12.88,5
16.88,80.21,8,200.0,12.0,63.33,5
19.4,49.39,1,550.0,7.0,29.99,4
12.29,167.58,4,2000.0,2.0,155.29,5
14.61,137.6,4,400.0,9.0,122.99,4
14.45,563.45,10,600.0,8.0,549.0,5
57.49,756.49,24,4920.0,12.0,699.0,5
16.11,120.03,1,553.0,10.0,23.9,4
14.1,29.09,2,100.0,20.0,14.99,5
11.73,81.63,1,1100.0,18.0,69.9,3
24.91,84.81,1,500.0,16.0,59.9,5
38.55,181.55,1,1250.0,9.0,143.0,3
18.23,27.22,2,125.0,10.0,8.99,5
16.11,224.4,1,850.0,22.0,39.99,3
10.57,349.57,3,1100.0,2.0,339.0,4
16.11,58.01,1,1111.0,12.0,41.9,5
18.57,85.57,1,300.0,7.0,67.0,5
14.43,111.93,5,500.0,7.0,97.5,4
7.78,13.78,1,50.0,5.0,6.0,5
9.74,229.74,2,480.0,16.0,220.0,1
27.8,87.7,1,3000.0,18.0,59.9,5
16.17,75.07,1,800.0,19.0,58.9,1
15.1,65.05,5,350.0,28.0,49.95,5
12.46,191.46,10,950.0,4.0,179.0,5
9.34,59.24,2,400.0,2.0,49.9,5
17.94,116.74,1,1663.0,11.0,98.8,5
10.66,59.66,1,250.0,9.0,49.0,2
25.63,60.63,6,100.0,34.0,35.0,1
17.61,117.51,2,3000.0,19.0,99.9,5
58.84,208.74,1,3000.0,19.0,149.9,5
19.59,39.58,1,975.0,19.0,19.99,5
18.23,57.23,1,550.0,11.0,39.0,4
9.27,95.27,1,1383.0,22.0,86.0,5
19.13,198.13,3,6200.0,7.0,179.0,5
26.69,195.69,1,5800.0,11.0,169.0,5
24.9,74.8,1,1775.0,14.0,49.9,4
18.15,99.14,3,1650.0,19.0,80.99,5
22.85,71.85,1,250.0,14.0,49.0,4
16.95,186.85,4,532.0,9.0,169.9,5
16.58,133.48,13,1750.0,22.0,116.9,5
15.1,96.0,1,950.0,5.0,32.9,5
11.19,35.69,1,1546.0,2.0,24.5,3
16.16,73.15,1,875.0,10.0,56.99,4
13.7,262.7,1,575.0,5.0,249.0,5
67.92,158.28,1,100.0,14.0,39.99,4
67.92,10.08,1,100.0,14.0,39.99,4
0.45,158.28,1,200.0,14.0,60.0,4
0.45,10.08,1,200.0,14.0,60.0,4
17.06,29.31,1,175.0,26.0,12.25,2
9.61,98.52,1,750.0,25.0,89.18,2
9.61,0.27,1,750.0,25.0,89.18,2
7.39,31.38,1,670.0,13.0,23.99,5
20.12,219.12,3,11900.0,2.0,199.0,5
33.25,148.15,2,1150.0,10.0,114.9,5
14.73,664.63,8,1517.0,9.0,649.9,5
22.89,167.26,1,225.0,28.0,168.9,5
22.89,24.53,1,225.0,28.0,168.9,5
11.76,176.66,5,1550.0,42.0,164.9,5
15.33,80.33,1,300.0,9.0,65.0,5
25.81,163.81,2,10050.0,9.0,138.0,4
13.57,46.47,1,250.0,5.0,32.9,5
11.98,81.88,1,1450.0,5.0,69.9,1
14.56,234.46,8,342.0,9.0,219.9,5
15.1,66.0,3,300.0,11.0,17.9,5
15.73,154.73,1,5417.0,4.0,139.0,5
46.3,396.2,8,900.0,18.0,349.9,5
27.7,727.1,8,1050.0,7.0,699.4,5
10.96,32.96,3,150.0,9.0,22.0,5
27.32,198.59,1,300.0,2.0,80.0,5
1.37,198.59,1,367.0,2.0,89.9,5
14.64,49.64,2,4500.0,2.0,35.0,5
15.1,64.1,1,300.0,11.0,49.0,5
15.56,130.56,1,450.0,12.0,115.0,4
17.63,62.67,1,150.0,22.0,45.04,3
17.94,347.84,5,3150.0,3.0,329.9,1
16.6,66.6,2,6600.0,29.0,50.0,3
9.75,129.65,8,427.0,1.0,119.9,5
25.81,163.71,3,3600.0,17.0,137.9,2
12.79,42.69,2,450.0,18.0,29.9,4
24.83,179.13,10,600.0,11.0,75.0,1
12.41,179.13,10,733.0,11.0,66.89,1
22.44,76.44,6,500.0,17.0,54.0,5
13.37,8.37,1,1625.0,18.0,113.0,5
13.37,118.0,1,1625.0,18.0,113.0,5
36.86,333.76,3,400.0,16.0,496.9,5
36.86,100.0,1,400.0,16.0,496.9,5
17.29,82.19,1,1100.0,8.0,64.9,5
22.96,201.96,3,350.0,26.0,179.0,4
11.91,70.91,7,163.0,10.0,59.0,4
14.42,113.42,1,1600.0,6.0,99.0,5
13.98,70.97,1,850.0,7.0,56.99,5
14.1,49.0,1,150.0,12.0,34.9,5
7.78,21.65,1,75.0,7.0,13.87,5
9.37,89.27,5,650.0,4.0,79.9,5
14.11,49.11,1,100.0,6.0,35.0,5
12.66,88.56,3,167.0,7.0,75.9,5
15.23,55.22,5,150.0,5.0,39.99,5
111.44,538.44,10,15000.0,16.0,427.0,4
22.74,1258.73,2,1250.0,4.0,1235.99,1
16.01,146.01,2,200.0,9.0,130.0,4
8.88,63.88,4,700.0,8.0,55.0,3
23.32,97.32,4,1383.0,6.0,74.0,5
16.34,99.7,6,650.0,10.0,83.36,5
19.13,104.12,10,600.0,27.0,84.99,4
13.14,13.04,1,1400.0,19.0,79.9,5
13.14,80.0,1,1400.0,19.0,79.9,5
15.1,40.0,1,350.0,27.0,24.9,1
16.99,76.89,1,750.0,12.0,59.9,4
20.14,149.14,10,6550.0,33.0,129.0,5
12.6,212.49,1,2134.0,5.0,199.89,5
21.18,76.17,3,350.0,22.0,54.99,3
12.79,25.78,2,200.0,6.0,12.99,4
8.72,59.62,5,250.0,5.0,50.9,5
15.79,35.69,1,500.0,18.0,19.9,3
16.24,84.94,1,625.0,8.0,68.7,5
16.95,106.85,1,5200.0,11.0,89.9,1
18.78,295.56,5,400.0,6.0,129.0,4
10.46,263.36,2,431.0,6.0,252.9,5
17.79,157.73,7,8267.0,26.0,139.94,5
37.26,900.0,2,12100.0,3.0,1269.0,5
37.26,406.26,10,12100.0,3.0,1269.0,5
39.71,150.61,10,1550.0,12.0,110.9,5
27.04,137.04,3,6050.0,4.0,110.0,5
18.33,126.23,1,552.0,18.0,107.9,5
58.54,165.54,1,3700.0,19.0,107.0,4
2.41,182.44,8,1350.0,12.0,77.99,5
24.05,182.44,8,1400.0,12.0,77.99,5
17.51,132.5,6,1500.0,9.0,114.99,5
25.82,169.62,4,5950.0,13.0,143.8,5
14.06,163.06,8,1700.0,4.0,149.0,4
15.1,65.0,2,450.0,6.0,49.9,5
7.78,26.68,2,400.0,4.0,18.9,5
14.17,164.16,3,275.0,4.0,149.99,5
9.32,90.5,2,750.0,6.0,81.18,5
18.0,124.74,4,550.0,16.0,106.74,5
8.72,63.62,1,300.0,5.0,54.9,4
36.43,195.13,1,538.0,13.0,158.7,4
18.23,65.88,3,1110.0,13.0,47.65,4
31.94,868.93,8,1846.0,13.0,836.99,5
15.71,134.51,2,325.0,8.0,118.8,5
8.88,36.88,1,500.0,4.0,28.0,2
14.58,454.48,10,3900.0,5.0,439.9,4
12.97,102.87,1,1000.0,10.0,89.9,4
23.09,96.08,3,1000.0,12.0,72.99,5
16.11,168.03,1,600.0,13.0,39.9,5
11.71,76.61,3,1205.0,6.0,64.9,5
7.78,26.68,1,400.0,4.0,18.9,5
16.21,81.11,2,1500.0,4.0,64.9,5
16.17,75.17,3,525.0,11.0,59.0,5
12.68,181.68,3,450.0,6.0,169.0,4
31.02,81.01,2,150.0,8.0,49.99,5
25.15,754.15,10,550.0,18.0,729.0,5
13.26,400.48,1,1083.0,7.0,186.98,4
19.93,118.93,3,1600.0,7.0,99.0,5
11.85,97.68,8,500.0,25.0,36.99,4
11.85,97.68,8,550.0,25.0,36.99,4
16.6,51.5,1,1100.0,9.0,34.9,5
22.85,57.75,2,400.0,16.0,34.9,5
11.85,60.85,6,250.0,13.0,49.0,5
16.11,49.91,1,500.0,36.0,33.8,3
13.62,224.17,1,200.0,7.0,16.9,5
14.22,224.17,1,250.0,7.0,16.9,5
5.92,224.17,1,250.0,7.0,13.99,5
13.62,224.17,1,250.0,7.0,16.9,5
7.55,41.55,1,400.0,3.0,34.0,5
15.1,57.1,1,550.0,11.0,42.0,2
8.09,128.08,5,8633.0,9.0,119.99,5
19.06,187.96,6,225.0,14.0,168.9,5
25.56,178.55,10,550.0,14.0,152.99,5
13.11,93.1,1,2500.0,3.0,79.99,4
15.39,105.38,8,250.0,9.0,89.99,1
8.88,36.88,1,500.0,2.0,28.0,5
25.53,365.43,4,550.0,13.0,339.9,4
8.72,24.71,2,250.0,5.0,15.99,2
3.11,124.54,1,850.0,19.0,38.4,1
13.93,63.83,1,600.0,7.0,49.9,5
27.99,176.99,6,2700.0,9.0,149.0,4
17.63,32.23,1,200.0,25.0,14.6,3
69.53,449.43,3,30000.0,8.0,379.9,4
14.1,56.89,1,150.0,9.0,42.79,5
26.99,156.99,2,2550.0,8.0,130.0,5
13.79,123.69,4,1550.0,23.0,109.9,2
9.34,69.33,2,950.0,11.0,59.99,1
12.6,111.6,4,2900.0,3.0,99.0,5
12.55,162.45,1,150.0,10.0,149.9,4
12.27,122.17,6,250.0,15.0,109.9,3
24.75,103.75,1,1167.0,17.0,79.0,4
17.6,63.6,1,1100.0,23.0,46.0,5
8.72,29.62,1,200.0,9.0,20.9,4
13.21,123.11,3,9625.0,7.0,109.9,3
7.78,42.78,1,200.0,3.0,35.0,5
11.85,67.68,1,1150.0,11.0,21.99,4
58.41,377.5,3,175.0,15.0,28.99,2
11.1,377.5,3,550.0,15.0,279.0,2
16.5,91.5,2,550.0,6.0,75.0,5
15.34,100.34,3,300.0,15.0,85.0,5
19.33,194.33,18,200.0,9.0,175.0,5
10.96,40.4,1,200.0,9.0,212.0,4
10.96,182.56,3,200.0,9.0,212.0,4
13.76,170.76,8,348.0,5.0,157.0,4
15.18,75.08,1,600.0,8.0,59.9,5
83.07,50.0,1,24050.0,14.0,699.9,5
83.07,682.97,10,24050.0,14.0,699.9,5
19.98,89.88,1,2600.0,11.0,69.9,4
16.35,16.66,1,425.0,21.0,210.0,1
16.35,209.69,1,425.0,21.0,210.0,1
12.83,165.46,3,800.0,5.0,69.9,5
12.72,202.62,10,1000.0,12.0,189.9,5
32.87,991.74,8,500.0,9.0,497.0,3
32.87,991.74,8,250.0,9.0,429.0,3
12.79,38.35,1,350.0,10.0,25.56,5
19.0,147.0,1,160.0,7.0,128.0,5
16.92,326.82,10,579.0,8.0,309.9,4
20.36,218.36,1,900.0,8.0,198.0,4
18.38,153.38,1,1050.0,16.0,135.0,4
15.66,145.56,3,350.0,13.0,129.9,4
16.33,325.33,1,3600.0,6.0,309.0,5
16.67,76.66,1,700.0,7.0,59.99,3
17.06,67.05,1,600.0,14.0,49.99,5
19.69,84.59,3,1200.0,12.0,64.9,5
17.16,147.15,4,1200.0,7.0,129.99,5
14.43,131.73,1,4105.0,7.0,117.3,5
16.6,136.6,1,3650.0,7.0,120.0,3
12.43,161.18,6,700.0,5.0,148.75,5
11.73,60.63,4,1850.0,6.0,48.9,3
26.82,106.81,1,1200.0,18.0,79.99,5
19.66,79.56,7,431.0,17.0,59.9,5
17.22,155.22,3,4867.0,13.0,138.0,4
7.81,85.81,1,250.0,3.0,78.0,5
12.25,119.25,1,350.0,15.0,107.0,5
24.48,72.38,3,800.0,8.0,47.9,5
14.11,253.11,1,275.0,6.0,239.0,5
16.79,54.69,2,700.0,32.0,37.9,3
12.89,211.89,2,550.0,11.0,199.0,5
18.89,97.58,1,500.0,12.0,29.9,3
17.92,56.89,1,500.0,21.0,38.97,4
15.15,135.0,6,1050.0,15.0,119.85,3
7.39,114.38,1,400.0,1.0,49.8,5
9.44,108.44,1,450.0,2.0,99.0,5
19.88,269.87,10,1150.0,7.0,249.99,4
67.84,167.74,10,2250.0,10.0,99.9,1
14.11,506.22,3,292.0,5.0,239.0,5
13.71,99.4,8,800.0,9.0,35.99,1
8.3,157.2,1,250.0,5.0,148.9,5
8.29,38.29,1,200.0,6.0,30.0,5
21.33,141.23,7,2850.0,36.0,119.9,1
8.37,428.49,8,1550.0,7.0,149.9,4
20.32,428.49,8,3150.0,7.0,249.9,4
105.44,245.34,5,8350.0,8.0,139.9,5
16.11,34.01,3,400.0,8.0,17.9,5
14.08,43.98,1,200.0,13.0,29.9,5
16.46,116.35,5,736.0,6.0,99.89,5
11.46,223.77,3,250.0,11.0,55.0,5
17.41,223.77,3,250.0,11.0,139.9,5
7.39,26.38,1,250.0,3.0,18.99,5
14.11,130.11,1,2700.0,1.0,116.0,5
16.88,106.78,1,750.0,22.0,89.9,1
19.41,238.41,4,292.0,15.0,219.0,5
61.61,251.51,8,538.0,10.0,189.9,5
11.66,161.56,10,367.0,4.0,149.9,5
35.34,105.34,10,65.0,3.0,70.0,5
28.4,174.3,4,4050.0,5.0,145.9,5
12.48,44.38,1,250.0,7.0,31.9,5
15.25,85.24,8,500.0,12.0,69.99,2
15.23,50.23,1,200.0,20.0,35.0,1
16.11,55.61,1,899.0,26.0,39.5,4
15.1,34.0,1,150.0,18.0,18.9,2
23.84,172.84,2,6550.0,8.0,149.0,5
19.91,309.81,5,551.0,18.0,289.9,5
17.82,175.82,7,2900.0,12.0,158.0,5
15.1,77.6,1,250.0,7.0,23.7,2
14.1,46.0,3,200.0,9.0,31.9,5
18.09,137.99,3,835.0,16.0,119.9,5
22.63,514.63,8,757.0,7.0,492.0,1
9.44,98.62,1,750.0,9.0,89.18,5
11.85,33.84,3,100.0,10.0,21.99,5
18.37,88.37,1,225.0,17.0,70.0,1
15.83,265.73,8,479.0,14.0,249.9,5
15.79,65.69,5,500.0,8.0,49.9,5
8.44,48.04,1,350.0,4.0,39.6,5
45.3,165.3,3,6050.0,15.0,120.0,5
14.82,87.42,1,1750.0,5.0,72.6,5
60.82,290.72,3,10200.0,9.0,229.9,5
13.71,112.71,4,6550.0,6.0,99.0,5
14.1,54.09,5,150.0,18.0,39.99,5
17.88,107.78,2,1600.0,10.0,89.9,5
8.35,164.32,5,363.0,9.0,155.97,3
8.61,257.61,6,440.0,4.0,249.0,4
15.93,411.6,4,50.0,14.0,259.9,5
15.92,411.6,4,1050.0,14.0,119.85,5
17.88,107.78,10,1200.0,11.0,89.9,3
19.07,178.97,1,7450.0,3.0,159.9,5
10.96,24.94,2,275.0,19.0,13.98,4
19.6,71.5,1,1800.0,23.0,51.9,4
12.58,166.36,5,300.0,9.0,153.78,3
11.85,25.75,1,250.0,12.0,13.9,4
17.43,116.43,1,902.0,6.0,99.0,4
25.63,47.53,1,150.0,26.0,21.9,5
21.01,96.0,2,2138.0,4.0,74.99,4
7.43,32.33,3,50.0,1.0,24.9,5
21.54,990.54,10,700.0,19.0,969.0,5
15.6,135.6,1,700.0,5.0,120.0,5
12.66,611.12,5,448.0,3.0,292.9,5
17.63,29.88,1,175.0,14.0,12.25,5
8.8,100.35,4,300.0,7.0,91.55,4
11.85,40.75,2,450.0,6.0,28.9,3
15.1,64.0,1,2127.0,10.0,48.9,4
16.27,178.34,3,900.0,15.0,72.9,5
7.96,107.96,2,150.0,3.0,100.0,4
14.55,233.55,1,500.0,12.0,219.0,5
7.39,30.38,1,200.0,2.0,22.99,5
8.88,168.65,2,550.0,4.0,159.77,1
16.71,152.61,2,2100.0,23.0,135.9,4
25.29,90.19,8,4100.0,31.0,64.9,2
15.1,65.09,2,200.0,10.0,49.99,5
15.35,100.34,3,600.0,15.0,84.99,4
12.19,111.09,4,588.0,9.0,98.9,5
22.87,101.87,2,700.0,19.0,79.0,5
12.05,91.05,1,6700.0,8.0,79.0,5
50.48,230.48,1,20600.0,10.0,180.0,5
15.38,421.12,1,500.0,11.0,89.9,5
18.23,43.13,1,450.0,12.0,24.9,4
7.39,47.29,4,250.0,1.0,39.9,5
15.1,60.0,1,200.0,7.0,44.9,5
22.27,70.87,1,500.0,9.0,48.6,5
15.38,105.28,10,1383.0,9.0,89.9,5
22.12,48.52,1,300.0,7.0,26.4,5
21.36,146.36,4,1300.0,14.0,125.0,5
40.37,189.37,2,6550.0,7.0,149.0,5
22.16,200.16,5,11600.0,6.0,178.0,3
7.39,40.29,1,100.0,6.0,32.9,5
11.85,19.75,1,121.0,5.0,7.9,5
1.01,298.6,4,107.0,11.0,47.99,5
29.81,298.6,4,300.0,11.0,129.99,5
29.81,298.6,4,250.0,11.0,59.99,5
9.23,134.13,8,4338.0,34.0,124.9,4
15.11,41.81,1,1150.0,7.0,26.7,3
15.38,199.48,4,11700.0,9.0,184.1,5
11.85,61.75,2,1110.0,8.0,49.9,5
15.1,37.1,1,300.0,15.0,22.0,1
16.32,33.07,2,850.0,8.0,16.75,5
14.49,71.48,3,1150.0,18.0,56.99,5
18.06,88.05,3,700.0,24.0,69.99,5
26.38,184.15,2,450.0,10.0,157.77,5
12.48,49.38,1,1400.0,7.0,36.9,5
9.81,161.71,1,825.0,1.0,151.9,5
11.85,15.84,1,150.0,9.0,3.99,4
18.36,98.26,1,1550.0,9.0,79.9,5
18.43,40.93,2,400.0,9.0,22.5,3
12.79,48.62,1,200.0,6.0,39.0,4
12.79,3.17,1,200.0,6.0,39.0,4
7.39,19.36,1,217.0,12.0,11.97,5
17.78,38.68,1,200.0,6.0,20.9,4
18.23,30.23,1,150.0,6.0,12.0,5
29.3,379.2,3,900.0,21.0,349.9,5
11.86,131.71,1,1050.0,14.0,119.85,4
13.0,92.9,1,225.0,4.0,79.9,5
15.1,51.0,1,329.0,39.0,35.9,1
10.46,200.36,1,600.0,6.0,189.9,4
22.92,51.92,2,550.0,16.0,29.0,5
12.79,25.04,1,175.0,4.0,12.25,3
33.43,55.93,4,400.0,7.0,22.5,2
39.76,249.75,1,4650.0,32.0,209.99,3
21.28,351.27,1,850.0,32.0,329.99,5
18.62,318.61,6,10150.0,9.0,299.99,4
15.83,170.82,1,600.0,55.0,154.99,3
16.41,78.81,3,567.0,7.0,62.4,4
17.51,127.5,3,6050.0,8.0,109.99,5
9.4,92.3,9,600.0,2.0,82.9,5
15.55,110.55,3,200.0,12.0,95.0,5
16.85,410.84,6,1450.0,7.0,393.99,1
17.85,103.75,1,6850.0,7.0,85.9,3
15.86,95.76,1,5750.0,10.0,79.9,5
14.52,38.42,1,553.0,10.0,23.9,1
18.38,58.28,3,169.0,7.0,39.9,5
44.51,1042.51,8,6950.0,12.0,998.0,5
14.52,32.52,1,150.0,21.0,18.0,5
17.09,136.59,8,1500.0,3.0,119.5,5
18.23,36.83,1,200.0,4.0,18.6,5
17.67,155.14,3,1650.0,11.0,59.9,4
45.41,235.4,1,6550.0,16.0,189.99,3
15.1,39.6,1,100.0,59.0,24.5,1
14.24,84.14,4,1450.0,7.0,69.9,1
14.1,54.0,1,400.0,19.0,39.9,5
18.14,134.28,2,1250.0,2.0,49.0,5
70.05,819.05,6,14500.0,11.0,749.0,5
15.36,51.76,1,350.0,6.0,36.4,5
22.13,172.13,1,3800.0,32.0,150.0,4
19.38,78.38,1,750.0,23.0,59.0,4
18.89,58.79,1,950.0,11.0,39.9,5
13.28,133.28,6,300.0,7.0,120.0,5
15.1,37.09,1,150.0,12.0,21.99,4
7.71,66.71,3,350.0,3.0,59.0,4
32.89,1162.88,10,6350.0,1.0,1129.99,5
16.91,332.7,3,1255.0,24.0,93.99,1
16.11,24.1,2,300.0,8.0,7.99,5
15.91,115.9,1,1200.0,14.0,99.99,5
13.41,69.31,6,1350.0,10.0,55.9,5
62.26,422.16,5,30000.0,16.0,359.9,3
27.01,697.0,4,475.0,19.0,669.99,5
15.1,30.1,1,255.0,5.0,15.0,5
15.1,43.09,1,200.0,21.0,27.99,4
15.17,74.07,7,500.0,5.0,58.9,3
43.45,168.35,8,2400.0,22.0,124.9,4
17.07,349.07,5,300.0,22.0,332.0,4
20.25,150.15,1,4550.0,16.0,129.9,5
7.39,52.39,1,200.0,4.0,45.0,5
14.1,43.1,1,250.0,4.0,29.0,5
16.83,396.73,8,541.0,6.0,379.9,5
15.41,39.72,1,675.0,9.0,94.99,5
15.41,70.68,1,675.0,9.0,94.99,5
13.99,71.89,7,875.0,2.0,57.9,4
12.7,63.6,6,600.0,12.0,50.9,1
41.55,741.3,1,4900.0,6.0,82.0,5
17.6,44.2,2,1400.0,21.0,4.5,3
14.52,33.51,1,200.0,6.0,18.99,4
29.99,408.99,1,12300.0,5.0,379.0,5
27.11,81.01,1,1500.0,21.0,53.9,5
26.27,231.27,9,3300.0,7.0,205.0,5
13.63,100.53,2,1825.0,9.0,86.9,1
16.21,81.11,5,5150.0,13.0,64.9,4
22.14,514.16,8,300.0,16.0,492.02,5
14.13,73.03,1,7000.0,5.0,58.9,5
19.51,65.48,1,1200.0,19.0,45.97,1
24.55,224.45,6,1500.0,11.0,199.9,4
9.91,157.91,2,125.0,9.0,148.0,5
11.85,36.35,1,150.0,18.0,24.5,5
15.1,59.1,2,688.0,21.0,44.0,5
25.73,167.73,1,3000.0,10.0,142.0,5
37.08,92.68,7,150.0,46.0,55.6,1
18.06,133.06,5,1250.0,25.0,115.0,2
7.39,47.29,1,350.0,7.0,39.9,4
7.87,35.77,1,50.0,2.0,27.9,5
43.26,190.25,1,16125.0,28.0,146.99,1
12.48,62.38,1,600.0,4.0,49.9,5
7.39,32.29,1,150.0,4.0,24.9,5
7.78,21.77,1,50.0,4.0,13.99,4
16.61,420.62,2,633.0,12.0,199.9,4
16.61,420.62,2,633.0,12.0,187.5,4
17.64,66.64,6,1800.0,23.0,49.0,5
6.95,322.5,2,900.0,3.0,99.99,2
55.57,322.5,2,10700.0,3.0,159.99,2
15.13,70.03,1,150.0,7.0,54.9,5
14.1,92.78,1,600.0,16.0,32.29,5
13.66,105.15,1,2017.0,8.0,91.49,5
12.48,58.38,1,327.0,10.0,45.9,5
31.1,416.36,1,1700.0,10.0,385.26,4
12.7,63.6,6,900.0,8.0,50.9,5
36.04,138.94,10,1350.0,19.0,102.9,5
46.87,246.87,10,10800.0,19.0,200.0,5
12.83,137.64,1,650.0,9.0,55.99,5
52.93,167.92,5,700.0,12.0,114.99,4
7.78,62.78,2,250.0,11.0,55.0,4
43.78,443.77,6,2650.0,13.0,399.99,5
13.35,123.25,4,835.0,10.0,109.9,5
15.96,138.95,3,400.0,7.0,122.99,5
15.39,92.28,1,1100.0,12.0,76.89,5
21.51,145.94,4,1834.0,5.0,124.43,5
21.32,146.32,10,1700.0,32.0,125.0,4
23.36,93.36,1,2200.0,8.0,70.0,5
15.1,45.31,1,1583.0,13.0,30.21,4
18.23,28.03,1,67.0,8.0,9.8,5
15.1,64.1,6,200.0,11.0,49.0,5
18.75,158.73,6,9725.0,20.0,139.98,5
8.93,34.66,1,950.0,15.0,25.9,2
8.93,35.0,1,950.0,15.0,25.9,2
14.1,28.5,1,150.0,8.0,14.4,5
11.02,131.01,10,1250.0,23.0,119.99,5
11.85,35.75,3,150.0,7.0,23.9,4
126.47,3526.46,8,25950.0,3.0,3399.99,4
14.52,25.42,1,150.0,7.0,10.9,4
13.11,123.1,3,400.0,17.0,109.99,4
10.96,35.86,1,350.0,13.0,24.9,5
22.19,84.69,1,6200.0,11.0,62.5,5
45.59,214.59,12,6050.0,4.0,169.0,5
12.57,165.57,2,1900.0,6.0,153.0,1
16.12,67.02,1,600.0,15.0,50.9,1
17.94,259.94,10,1540.0,24.0,242.0,1
8.27,36.17,1,50.0,7.0,27.9,4
54.61,103.51,1,700.0,23.0,48.9,4
17.67,77.57,1,1550.0,13.0,59.9,4
17.44,90.34,1,100.0,7.0,72.9,5
14.83,219.64,10,300.0,22.0,94.99,5
51.18,116.17,1,350.0,18.0,64.99,5
24.03,903.03,8,645.0,20.0,879.0,3
53.48,173.38,1,3100.0,12.0,119.9,5
19.46,34.8,1,505.0,9.0,69.9,4
19.46,54.56,1,505.0,9.0,69.9,4
16.95,186.95,1,550.0,12.0,170.0,4
36.05,92.05,1,27500.0,9.0,56.0,5
12.13,102.03,10,1383.0,11.0,89.9,3
19.21,178.21,5,450.0,18.0,159.0,3
16.51,266.5,1,1750.0,20.0,249.99,4
11.85,24.75,1,250.0,22.0,12.9,1
18.53,278.43,5,3600.0,18.0,259.9,4
17.02,50.0,1,3600.0,3.0,723.74,5
17.02,40.76,1,3600.0,3.0,723.74,5
11.73,43.73,4,1850.0,6.0,32.0,5
7.39,32.38,1,300.0,6.0,24.99,4
17.6,67.25,1,1200.0,8.0,49.65,5
13.14,128.04,2,1084.0,3.0,114.9,5
7.78,43.68,3,150.0,8.0,35.9,5
16.11,53.01,3,650.0,5.0,36.9,5
22.85,83.5,1,100.0,15.0,18.9,5
16.8,95.8,6,2000.0,7.0,79.0,5
18.79,238.69,1,342.0,18.0,219.9,5
34.2,91.19,3,400.0,12.0,56.99,5
25.5,168.59,1,550.0,32.0,45.9,4
8.16,168.59,1,300.0,32.0,39.9,4
9.23,168.59,1,400.0,32.0,39.9,4
15.1,42.6,4,100.0,5.0,27.5,2
25.63,63.62,1,150.0,12.0,37.99,4
18.52,101.51,1,4475.0,11.0,82.99,5
17.13,232.06,3,173.0,12.0,98.9,4
16.19,171.19,8,325.0,6.0,155.0,5
8.98,130.45,1,300.0,5.0,11.99,5
